Title,Thumbsup,Name,Comment
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,10000,J is Scoobysmom,"Pete is the most honest, upfront, truthful person about himself in show biz. He's not afraid of judgment, he discusses his mental issues, humiliation, sadness, etc. in that matter of fact voice that makes you so sad for him but you're laughing at the same time. If you aren't laughing, you're crying, right? I really respect him and I think his Dad would find him very funny too. My greatest respect to his father."
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,18,Meat Berry,Pete walking into a tattoo parlor: Im gonna do what's called a pro gamer move
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,6,TJ Nakamura,My dad’s Initials are WTF no joke 😂
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,142,SRB Shit,Is it just me or why can I only see 2 comments besides this one but it says there’s 1.3k comments ?
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,14,femininegrowth,"""I almost feel like Italian people are just waiting for someone to tie so they can get a tattoo."" I'm pretty sure that's just the Jersey-like Italians in the city in the US"
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,24,Sadie Leonard,"I love how he is so upfront with how he feels. My mom died when I was 12, and I get what he means by ""didnt get it."" His comedy is so refreshing, because he deals with tragedy in a straight up and truthful way"
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,16,Mikethedude22,Pete “I’m always hard around Ariana” Davidson
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,7,Demon Muziker,you could tell inside he's crying
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,14,Mahsan Shirazian,The audience is so afraid to laugh and afraid to not laugh at the same time.
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,12,funstuff81girl,"He has a dark, painful vibe performing this."
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,82,Paola Cruz,He sounds like an old man.
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,8,The Real Patch,My dad was army shot over seas when I was 8 and I love this dude now cuz I feel less awkward about the horrible jokes i make at his expense.
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,21,Tom Tom,"He's earned the right to make jokes about his dad, and I guess this kinda helps him? So it's not all bad... also, this came up on my recomend on 9/11. Conspiracy, you decide🤷‍♂️ happy birthday Mrs Davidson"
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,2700,Niggie Biggie,If you pay attention his eyes water when he talks about his dad
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,11,paige wade,"hey grandma on the low

I’m out bye 😭😂😂💀💀"
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,1,Haley Donahue,"As someone who's been affected by family tragedy myself I gotta say, I have mad respect for this kid. Especially after hearing him kick out that heckler that made a dead Mac Miller joke during one of his sets. He knows there's a line to be crossed and so he treads carefully."
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,9,Smirnoff420,Yeah I was gonna get a tattoo of my dads initials but I realized that’s it spelled JEW
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,18,Leif Coffield,met pete davidson at a charity do once. he was hilarious and VERY down to earth.
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,5200,Evan Bell,"THIS is how you do dark comedy right. You don't make fun of others' misfortune; you make fun of your own. You take your own personal tragedies and find a way to joke about them, and it allows others to laugh along with you. Pete Davidson is brilliant here."
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,10,gian carlo,We all have different ways of coping with hurt and pain 🤷
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,8,The Only Enchantress (DeadRoseMami),"Honestly I resonate with that statement... I lost my father when I was 12, and of course it was hard, but I feel like you cope differently as a child. It hit me so much harder when I lost my mother IN LAW in 2014 after I had her first grandchild... being an adult and really understanding another human being and then losing them, is so much different. RIP 🌹❤"
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,16,Kratom Life,I’m watching this on 9/12 so it’s okay
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,1,Talon Queen Pry,"My grandfather, closest man to a dad I ever had died when I was 4. Doesn't seem like a lot but I still feel it today, he would play with me and my little toy trains and was just such a good man."
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,4,Christoph708,1:16 he literally opens his eyes after one another
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,2,Lazer,Pete’s dad up in heaven saying look my son isn’t a disaster
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,6,Nia Roberts,He remindes me of sid from toy story if he'd grown up and become a comedian!
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,1,AMC,"It's his experience to deal with the best way he can. From the comments I read of those who've experienced a similar tragedy, they seem to understand and be supportive. I doubt being judged or criticised by someone who can't relate will help him one damned bit."
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,7000,andruscha,you can see the pain in his eyes
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,7,JU5TNTIM3,He seems to have a lot of Dave Chapelles mannerisms.. interesante.
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,4,Shazei Viking,it wasn't until this skit of Pete's that I realized how much he's influenced by Chappelle
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,3,lily.,I thought this was gonna be some inspirational speech lmaooo
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,5,Babebubby,It seems to me he's been affected by the tragedy of his dad's death more than even he realizes. 😭
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,5000,Living Abstraction,The joke shouldn't work. It really shouldn't work. But amazingly it does.
Pete Davidson: SMD - Coping with a Family Tragedy - Uncensored,2,SIF,as an italian watching this i never realized gettin a tattoo after someone of your family dies is NOT the norm? now i feel called out xD
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3100,PoopyRed,Amazon: WRITE THAT DOWN! WRITE THAT DOWN!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3000,Jasta Gai,"“Use artificial intelligence to substitute my own intelligence so I can live my life” 

this line is absolutely brilliant but the crowd is a little slow on getting the joke"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1500,magdalene adjei,"""When I press buy, put the item in my hand.""
I cried."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1600,TheUsmc7211,This guy’s perspective on America is awesome. He had a pretty dope special.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2800,lance stevenson,"Its funny bc amazon is actually working on a predictive shipping initiative, to send stuff to you before you even know you needed it"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,704,John Sbarbaro,"""America, land of the free, and land of 'never leave your house' "".  Was he talking about Amazon prime, or COVID 19?"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1000,Cho Vue,"""Need prime harder, faster, stronger!"" 🤣🤣🤣"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1000,Not Bill Gates,“BREAK INTO MY HOUSE!”
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,359,Bruce Johnson,"""Never leave your house"" Ladies and gentlemen, he predicted it"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,141,Timotius Noya,"“Let’s get Prime BEFORE..”

That’s where he got me."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,560,Abot Acim,Ronny Chieng has lived in America before he lived in America
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,614,Oasis King,I'm laughing and embarassed
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,566,garyweglarz,"""Advertising"" essentially is the - ""artificial intelligence telling me what I want"" - ""before I even want it"" - as Mr. Chieng so brilliantly captures."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,541,Fehad Bilgrami,This show was surprisingly good. Highly recommend it.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,58,Jai A,Same day delivery?! 👎🏽”unamerican”👎🏽 😂
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,76,Mia Fischer,"meanwhile in switzerland....


""sorry we cannot ship this item to your location""


""shipping is not supported in your country"""
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,168,Istvan Cregui,This guy was in Crazy Rich Asians. He was funny in that role.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,307,SheLikes Her,If you have not watched this you’re late
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,104,Elizabeth Garrott,"""I want one pen...throw some napkins in there.""  Ronny Chieng is HILARIOUS and ON POINT."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,57,cachetona,"“Amazon prime NOOOWWW “
“Send it to me before I want it “
🤣🤣🤣🤣🤣🤣🤣"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,103,houchi69,"""Push the food down my esophagus with a stick"", the stick also ordered from Amazon"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,199,In Truth We Trust,"Prime Before: product subscriptions
Break into my house: Amazon Key"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,57,Shekhar Singh,America land of never leave the home untill there is a pandemic to protest.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,132,Skip Long,"This was my favorite bit in the special. When I want someone to hand me something I always point at it and go ""Prime Now"""
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,122,Jared Noiman,This is an incredibly accurate depictions of average Americans. I know cause I put up with them every day.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,176,lipsohlips97,"I watched his whole special. Was not familiar with him before it, so wasn't sure what to expect. Surprisingly, he was awesome! Realistic, Relatable, Funny!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,46,Djenai Fada Madrinha,"""Send it to me before I want it!"" - I just finished reading a great satire in which ""The Shop"" actually does it that way and it's more convenient to just accept the items you get than to return something you don't need. The book is called Quality Land (M.-U. Kling) and it's hilarious. Buy it. Have it sent to you in a box. NOOOOW!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,48,TrapJesus916,This dude is so on point about everything
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,164,Gabe Shakour,"We laugh now, but in 5 years when Uber Eats has toilet add-on service..."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,24,Đăng Khương Nguyễn,"This guy just earn his money with the punchline: ""NOW.""
.
.
.
.
.
.
And it's well worth it."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,72,Stephen Mataganog,""" When I press buy, but the item in my hand now!""😂🤣😂🤣😂😂🤣"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,41,Nelly BeSweet,😂😂😂😂😂😂😂😂😂 freaking amazing “Prime Before”
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,7,pelokio,"despite being able to speak Chinese, it seems like this guy has never been to China,
There was one time while I was living in Shanghai where I ordered a piano during breakfast and it was delivered before dinner."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,Gbomb31,This joke is going to be legendary in the future. I know it. It's way too well-written and delivered not to be legendary.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,9,Zinger Burger,2:49 Prime Before: Jeff Bezos's ticket to trillionaire.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,9,E Wu,"Here is an idea of a power feature.
A button called ""I Regret I Didn't Buy Before"".
Click on it, we will use a time machine and send you to the past. We don't send you back until you have committed to buy.
Only after you buy, we will send you back to present. And we will change the button to ""Buy It Again So That I Don't Regret Any More""."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,7,Brian Rivera,"""Use artificial inteligence, to substitute  my own intelligence"""
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,58,Eric Abraham,This is absolutely beautiful.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,23,Yh Ong,He is so game ready for this netflix special.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,12,William James,Land of never leaving your house. Mannnn was he ahead of the times.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,47,Well Read Bull,The German author M. U. Kling wrote about this in his book Qualityland a few years ago! His version of instant predictive Amazon is called TheShop. He just landed an HBO contract with that book. Great minds really do think alike!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,25,Daniel M. Edwards,"OK, this was funny, NOW!!!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,19,Godot,Jeff Bezos: STAY RIGHT WHERE YOU ARE!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,Michael Ralph,One of the best stand-up sets I’ve ever seen.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,39,arada123,this algorithm ist tested long ago: Anticipatory shiping patented by Amazon years ago!!! You are too late!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Paxx Xantana,"I can respect a stand up from a different cultural background doing sets like this. In Asia some countries just have a different sense of humor than us westerners, so to see this guy kinda blend the two styles is respectable as hell"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,14,Morag Osullivan,"I’ve just found this man 20 minutes ago. He is so, so, so funny. X"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,5,aaron mumbles,This is one of the funniest bits I've heard in a long time. PRIME NOW!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Icy Cloudz,"meanwhile in my universe
""i wonder when the tablet i ordered is gonna get here""
2 months later
""hmm i wonder if its here yet""
1 month later
""Wow Its here that was faster than usual"""
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,108johnny,"Read ""Qualityland"" by Narc-Uwe Kling........
The A.I. knows you better than you do."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,35,M Đ,"""Oesophagus""... one doesn't hear that word in jokes very often... how asian of him!!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Sahil Bhatia,"""Never leave your house"" - COVID ready"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Mr. XYZ,"It's actually a thing now.
Amazon was sending gift box of samples based on your previous purchases"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,starcasters,Me with my order right NOW. I need my charger now pls.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,15,TheElectriczil,YouTube homepage is trying to be that for videos
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Brad W. Minton,first time I saw this I nearly pissed myself. It's so true on so many levels.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,11,JRoddyPlays,It's because they're legitimately working on this as we speak
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Deadman3913,"As I began watching this, I got a spam text for “Amazon 2020 Resolutions” survey. How creepy is that?"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,KiraAsakura14,2020: Write that down! Write that down!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Brenda Gordon,"""Send it to me before I want it!"" LMAO"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,8,Ryota Arai,"At the start, when he said to ""never leave your house. No item too trivial, no quantity too small..."" I honestly thought this skit would be about package thieves. 😂😂😂"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Ian Jameson,"I bought a pistol crossbow drunk, had to turn off one click orders after that."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Truth Truth,"Amazon Prime Now with 2 hour delivery was launched in Singapore in 2017. He should know this, after all his mother lives in Singapore."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Spartan08,Legit some of the best comedy I’ve heard in a while
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Shoelace Kink,"I can laugh, but only until I remember that I'm at this video because I didn't want to 1.) pay for Netflix or 2.) ask someone for their netflix login or 3.) look up stand up comedy in the search bar of the app I'm even using. Since I'm on my phone, YouTube's algorithm literally put this video in my hand before I wanted it."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,JamesOfTheJungle,That “NOW!” I felt that
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,C S,This reminds me of parks and recreation final season.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,CUNO,"I think Youtube recommendation is doing that ""prime before"" thing for me"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,David Dorante,Land of abundance and never leaving your house couldn't be more true.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,8,Oz Matterhorn,One of the best stand up sets I’ve ever seen.😂😂😂
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Apolon,I actually cried laughing...I never do that!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,5,Soft Subversion,Pretty ironic watching this during a global pandemic lol
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,8,Tristan Möller,This dude’s not even saying full sentences anymore
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,Azophi,"Amazon: charges you and sends you items before you buy it
Me: okay"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Nick Rate,"Lol, waiting for an Amazon package to deliver rn; this describes me perfectly at the moment 😂😂🤣"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,32,Alex Taubin,This is surprisingly very Seinfeldy. I like it
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,g,"hahahaha ! ""Prime NOW"""
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Armed Society,After watching this I have the strangest urge to open the amazon app
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Ingrid Johansson,"The cats looking at like you alright, jumping up on my desk to check!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Crayton Caswell,Welcome to the Department of PrePrime.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Tanvir 789,"Hit the nail on the head with instant gratification, we’re turning into a walle generation."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Hooweee,"9 month later
Ronny Chieng: Land of never leaving your house.
Never get more truthful than this guys."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,happy days,How did I not know he was before like two weeks ago...got to be one of the funniest men to walk the planet
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,6,K̸͟͞y̸͟͞l̸͟͞e̸͟͞ D̸͟͞a̸͟͞v̸͟͞i̸͟͞d̸͟͞ R̸͟͞u̸͟͞r̸͟͞e̸͟͞y̸͟͞,This dudes style and delivery is GOLD. 😂💀
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Khiladi 75,"Comedian: makes fun of Amazon prime on Netflix.
Netflix : uploades it on YouTube.






Le Netflix:-This is business"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,Zorocan_Art,YouTube recommendations algorithms is AI telling us what we want before we know we want it lol
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,LifeExamined108,"Substitute food with artificial food so that I done need to grow, buy or cook stuff. Soylent green please. Put me at ease."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,rbc21,Amazing how he can squeeze out from just 1 topics tp so many punchline
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Kevin D.,"His last joke, Amazon is actually working on. They're going to look at your purchase patterns, among other metadata, to predict what you want and send it to you.

Data indicates you're more likely to keep it than reject it."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,8,Kane From Milton,This is the funniest stand-up special I've seen in months. MUST WATCH!!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Prince Kaizen Namwali,Prime before is funny and interesting at the same time
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Sammie1053,"The whole ""why go to brick and mortar stores when I can get two day delivery!"" thing drives me absolutely nuts. If you go to a store, you literally get the item you want the second you pay."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Kim Chung Lee,"Meanwhile in amazon: 
Jeff bezos: STONKS!!!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Mayurika B,“Never leaver your house” — that hit different in quarantine
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,KADABRA,This is some aggressive advertising xD
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Shaun Ghishing,"This skit is absolutely hilarious 🤣.
One of the best!
""Prime Now, before"" lmao 🤣"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,K Spade,"Amazon DOES have 'Prime Now', it's a 2 hour delivery"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Luann Rouff,"That was so timely. I recently used Amazon to order special scissors for cutting quail eggs! Took several weeks though at the low price I paid, but they're my favorite tool."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,13th Loona,"I want amazon to read my brain waves so they know what my unconscious me wants before my conscious me knows it so I go ""hey thats nice""

EDIT: OH SHIT I paused at 2:43 to write this and that was the next joke... Legit scared ngl, I was joking about the mind reading stuff, please stop"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Moth Bohique,This guy is my new fav.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,SwetPotato,I demand more!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,5,Colin G,Sounds like being in Coma is the future 😂
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,The Shonuff,Saaaaaame day delivery??????.......Auuugggggggggggh......... HILARIOUS
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Crook One,COVID-19 brought me here
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Love at Home,He's on my list of favorite comedians.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,AKULA KLASS,"real talk, i got tears coming out of my eyes...now"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,BighomieJ5x -,Prime now 😂😂 I'm so dead !!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,cpharris41,"Definitely nothing new here, and nothing peculiar to Amazon: my life is full of people wanting things from me yesterday."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,Ronnie webb II,Prime NOW
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Squiddi,This particular show was amazing. Highly recommend it to anyone who hasn’t seen it yet.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Gregorio Lobato,"Jeff taking notes: ""I can do this... if a downgrade my workers even more to a virtual utopian slavery"" ... ""Wait, I could do this right now!"""
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,TheVivienne1990,Is Ronnie wearing contour for this performance?😂
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Captain Teeko,I like how he became the Amazon he wanted by predicting we had to stay home 💁🏻‍♀️
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Ebby C,"I started laughing when I read the title 😆 before I even clicked on the video. Hahaha, Ronny Chieng, truthsayer."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,ipoomini,"But that’s how it is with the marketplace boom in Indonesia, especially with instant delivery. We can potentially get our items in 1-3 hours"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,A5280T,Ronnie’s one of my favorite new comedians! This special is soo good!! So underrated but that will change soon.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Chocolatensexy72,This is so true. I hate to leave my house when I'm waiting on my Amazon order! Ronny is beyond funny!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,mark kaufman,This is the funniest stand up I've seen in awhile.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,ss kk,This guy kina talks like Leonardo DiCarprio in The Wolf of Wall Street when he's high.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,8,Erkan Elaldı,I like no leaving house policy
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,sumedh gangurde,"who's here after watching ""The internet said so""?"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,Abdul-Kareem Abdul-Rahman,Ronny chieng! so proud of my fellow Malaysian!:))
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Ertuğrul Uysal,"I saw the whole special after seeing a few videos here and there, and I highly recommend it, GREAT SPECIAL"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,A Lee,“Put the food in my mouth and help me chew it and push it down my esophagus with stick” ahahha you nailed it! I love you now hahah
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Mr. Derpy Face,2:00 when your parents use Xfinity XFi
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Alice Walker,"Ronnie is so baller now, I love it. Hilarious legend."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Hugh G. Rection,his whole show is amazing，highly recommended！！！
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Samoht Sirood,Damn right lol 😂😂🤣💀💯
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,I. Wimana. C,This man is dropping some real gems within his stand up dang. Audience prob missed it
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,11,Walking-MY-Path,Ronny is one of the few newer comics that I can tolerate and actually enjoy and laugh.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,StarWarFan,"It's amazing to think that somewhere down the line, 2 hour delivery might be an eternity, relative to normal delivery times."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,burns83,"I swear on my soul they are already working on a way for Amazon Before, no joke"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,4150 Subscribers Before He Leaves Earth?,1:20 me getting screamed by thousands of customers I want it now
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,proud_asian_newyorker,"""Send it to me before I want it"" Amazon in 2040"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Sp0rts Nut,"Keep it up Ronny. Dropping gems out there.

America has more screens per capita. 
More Prime. Faster prime.

Love it!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,Random Vids,He didn’t deserve to be late to his wedding
